id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
31840,Serviced apartment in Florence · ★4.65 · 1 bedroom · 1 bed · 1 private bath,380378,Officina 360,,Centro Storico,43.77709,11.25216,Private room,89,1,128,2023-09-04,0.78,29,352,6,
32120,Rental unit in Florence · ★4.88 · 1 bedroom · 1 bed · 1 bath,99235,Lucia,,Gavinana Galluzzo,43.76157,11.27741,Entire home/apt,95,1,26,2023-10-09,0.16,1,19,6,
32180,Condo in Florence · ★4.76 · 2 bedrooms · 4 beds · 2 baths,13925330,Cesare,,Centro Storico,43.76832,11.24348,Entire home/apt,105,6,34,2023-12-06,0.21,1,167,11,
32395,Bed and breakfast in Florence · ★4.84 · 1 bedroom · 1 bed · 1 private bath,140170,Fabio,,Centro Storico,43.76268,11.24149,Hotel room,63,1,682,2023-11-24,4.19,5,0,80,06139100488
222527,Rental unit in Sesto Fiorentino · ★4.85 · 1 bedroom · 3 beds · 1 bath,804468,Mario,,Rifredi,43.82005,11.22004,Entire home/apt,300,2,284,2022-05-30,1.92,2,89,0,
224562,Condo in Florence · ★4.66 · 1 bedroom · 1 bed · 1 bath,1168814,Andrea,,Centro Storico,43.772,11.26142,Entire home/apt,60,3,101,2023-12-17,0.71,1,0,9,048017LTN2402
39115,Home in Florence · ★4.55 · 1 bedroom · 2 beds · 0 baths,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,83,2,76,2023-10-31,0.47,11,298,13,
224669,Rental unit in Florence · ★5.0 · 1 bedroom · 2 beds · 1 bath,1169561,Silverio,,Campo di Marte,43.76796,11.2714,Entire home/apt,86,2,57,2023-10-31,0.86,3,96,17,
39165,Home in Florence · ★4.28 · 1 bedroom · 2 beds · 1 private bath,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,95,2,20,2023-10-01,0.13,11,300,6,
39822,Rental unit in Florence · ★4.43 · 2 bedrooms · 2 beds · 1 bath,154769,Matilde,,Centro Storico,43.76742,11.24378,Entire home/apt,121,4,29,2023-09-10,0.18,3,190,1,
227059,Home in Florence · ★4.77 · 1 bedroom · 1 bed · 1.5 shared baths,1184498,Enrico,,Centro Storico,43.77022,11.2561,Private room,35,2,461,2023-11-25,3.45,1,3,67,
230853,Rental unit in Florence · ★4.85 · 1 bedroom · 2 beds · 1 private bath,1206885,Mariam,,Campo di Marte,43.77388,11.2844,Private room,61,2,549,2023-11-05,3.91,1,328,53,prot. 296885 pratica 7649/2014/SUAP Firenze pratica telematica MRDMRM51H67Z224N-01122014-1431
43369,Rental unit in Florence · ★4.75 · 2 bedrooms · 1 bed · 1 bath,4156491,Apartments Florence,,Centro Storico,43.76944,11.26331,Entire home/apt,160,3,8,2023-08-24,0.07,97,119,1,048017LTN4271
238351,Rental unit in Florence · ★4.81 · 1 bedroom · 1 bed · 1 bath,866134,Enrica,,Centro Storico,43.76914,11.24193,Entire home/apt,117,7,63,2023-12-10,0.44,1,171,14,048017LTN1538
44781,Condo in Florence · ★4.85 · 1 bedroom · 1 bed · 1 bath,33210,Rocco,,Centro Storico,43.76418,11.24618,Entire home/apt,159,4,386,2023-12-01,2.41,1,0,32,048017LTN10917
240985,Rental unit in Florence · ★4.84 · 1 bedroom · 1 bed · 1 private bath,681999,Cristina,,Centro Storico,43.77701,11.25421,Private room,67,3,457,2023-12-10,3.08,1,0,63,
45606,Rental unit in Florence · ★4.75 · 1 bedroom · 4 beds · 1 bath,202686,Tarcisio,,Isolotto Legnaia,43.7728,11.23746,Entire home/apt,82,4,439,2023-10-22,2.89,3,0,22,
248623,Rental unit in Florence · ★4.57 · 2 bedrooms · 2 beds · 1 bath,1302596,Rita,,Centro Storico,43.7723,11.2616,Entire home/apt,120,3,91,2023-10-16,0.64,1,253,11,048017LTN3181
249512,Rental unit in Florence · ★5.0 · 4 bedrooms · 6 beds · 4 baths,1224280,Enrico,,Campo di Marte,43.76736,11.27223,Entire home/apt,1200,1,4,2023-06-29,0.05,2,175,1,
46520,Serviced apartment in Florence · ★4.71 · 1 bedroom · 2 beds · 1 private bath,380378,Officina 360,,Centro Storico,43.77699,11.25216,Private room,90,1,102,2023-10-22,0.63,29,348,7,
46523,Serviced apartment in Florence · ★4.65 · 1 bedroom · 1 bed · 1 private bath,380378,Officina 360,,Centro Storico,43.77704,11.25217,Private room,68,1,258,2023-12-03,1.61,29,356,17,
46524,Serviced apartment in Florence · ★4.71 · 1 bedroom · 2 beds · 1 private bath,380378,Officina 360,,Centro Storico,43.777,11.25216,Private room,93,1,108,2023-11-08,0.70,29,362,21,
47498,Serviced apartment in Florence · ★4.57 · 1 bedroom · 1 bed · 2 shared baths,215302,Darko,,Centro Storico,43.77386,11.25028,Private room,65,1,521,2023-09-15,3.24,3,65,11,
250470,Rental unit in Florence · ★4.90 · 1 bedroom · 2 beds · 1 bath,1312791,Massimo,,Centro Storico,43.78118,11.23266,Entire home/apt,120,3,149,2023-11-05,1.06,1,264,17,
251811,Rental unit in Florence · ★4.78 · 2 bedrooms · 6 beds · 1 bath,274074,Elly,,Centro Storico,43.7733,11.24754,Entire home/apt,279,3,203,2023-12-01,1.39,16,0,23,048017LTN3635
48372,Home in Florence · ★4.52 · 1 bedroom · 1 bed · 0 baths,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,68,3,22,2023-11-13,0.15,11,0,12,
52543,Rental unit in Florence · ★4.74 · 2 bedrooms · 3 beds · 2 baths,202686,Tarcisio,,Isolotto Legnaia,43.77175,11.2364,Entire home/apt,90,4,214,2023-10-27,1.39,3,126,16,
255154,Rental unit in Florence · ★4.77 · 2 bedrooms · 4 beds · 1.5 baths,1340797,Bitte,,Campo di Marte,43.76813583209722,11.280788866715433,Entire home/apt,129,2,215,2023-10-29,1.68,2,156,15,
52545,Rental unit in Florence · ★4.76 · 1 bedroom · 2 beds · 1 bath,202686,Tarcisio,,Isolotto Legnaia,43.77164,11.23819,Entire home/apt,66,4,209,2023-12-09,1.41,3,205,4,
57542,Rental unit in Florence · ★4.49 · 1 bedroom · 1 bed · 1 bath,274074,Elly,,Centro Storico,43.77236,11.24787,Entire home/apt,120,3,130,2023-11-30,0.83,16,257,14,048017ltn1192
57644,Rental unit in Florence · ★4.82 · 1 bedroom · 3 beds · 1 bath,274758,Francesco,,Centro Storico,43.77713,11.26182,Entire home/apt,106,3,102,2023-08-24,0.68,5,166,13,
261609,Bed and breakfast in Florence · ★4.38 · 1 bedroom · 1 bed · 1 bath,1372403,Donatella,,Centro Storico,43.77455,11.23997,Private room,83,2,10,2023-05-13,0.07,3,58,1,
57767,Rental unit in Florence · ★4.91 · 3 bedrooms · 3 beds · 2 baths,274758,Francesco,,Centro Storico,43.76728,11.25066,Entire home/apt,221,2,116,2023-11-06,0.78,5,181,22,
57859,Rental unit in Florence · ★4.70 · 1 bedroom · 1 bed · 1 bath,274074,Elly,,Centro Storico,43.77613,11.25492,Entire home/apt,130,3,199,2023-10-24,1.30,16,0,17,048017LTN7393
60838,Rental unit in Florence · ★4.91 · 2 bedrooms · 2 beds · 1.5 baths,293716,Paolo,,Centro Storico,43.77263,11.26316,Entire home/apt,126,4,116,2023-12-06,0.75,1,113,17,
264971,Rental unit in Florence · ★4.80 · 1 bedroom · 1 bed · 1 bath,1390015,Antonella,,Campo di Marte,43.76999,11.30511,Private room,1000,300,80,2015-10-07,0.55,1,356,0,
64023,Rental unit in Florence · ★4.84 · 1 bedroom · 1 bed · 1 bath,96905,Elisabetta And Claudia,,Centro Storico,43.77089,11.25966,Entire home/apt,85,3,196,2023-11-11,1.28,3,296,29,
270205,Rental unit in Florence · ★4.81 · 1 bedroom · 1 bed · 1 bath,1414775,Fernando,,Centro Storico,43.77299,11.26279,Entire home/apt,120,4,204,2023-10-09,1.43,2,263,19,048017LTN1842
271153,Rental unit in Florence · ★4.48 · 1 bedroom · 1 bed · 1 bath,264805,L&L,,Campo di Marte,43.78202,11.32323,Entire home/apt,66,2,369,2023-11-26,2.54,1,355,44,
66045,Rental unit in Florence · ★4.64 · 1 bedroom · 2 beds · 1 bath,323151,Mauro,,Campo di Marte,43.78262,11.26856,Entire home/apt,90,3,96,2018-04-30,0.61,4,169,0,
273691,Rental unit in Florence · ★4.81 · 1 bedroom · 2 beds · 1 private bath,725879,Nadja Maria,,Centro Storico,43.77531,11.25456,Private room,81,2,725,2023-11-12,4.97,14,286,23,
66353,Rental unit in Florence · ★4.70 · 3 bedrooms · 3 beds · 3 baths,323151,Mauro,,Centro Storico,43.77055,11.26723,Entire home/apt,113,3,31,2023-10-16,0.20,4,146,8,
66598,Rental unit in Florence · ★4.87 · 2 bedrooms · 4 beds · 2 baths,323151,Mauro,,Centro Storico,43.76787,11.26324,Entire home/apt,133,3,142,2023-10-27,0.94,4,163,11,
66903,Rental unit in Florence · ★4.93 · 1 bedroom · 2 beds · 1 bath,328936,Stefano,,Centro Storico,43.77591,11.25846,Entire home/apt,120,5,28,2023-09-21,0.18,1,233,13,048017LTN0185
279009,Condo in Florence · ★4.74 · 1 bedroom · 1 bath,45991,Elena,,Centro Storico,43.77326,11.24596,Entire home/apt,123,3,323,2023-12-10,2.35,1,365,40,
279656,Home in Florence · ★4.81 · 1 bedroom · 4 beds · 2 baths,274074,Elly,,Centro Storico,43.764389,11.261067,Entire home/apt,187,3,58,2023-10-26,0.41,16,298,14,048017LTN4584
67725,Home in Florence · ★4.10 · 1 bedroom · 2 beds · 1 private bath,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,114,2,9,2022-12-01,0.08,11,0,0,
68273,Rental unit in Florence · ★4.98 · 1 bedroom · 1 bed · 1.5 baths,338220,Allegra,,Centro Storico,43.77931,11.25805,Entire home/apt,124,3,40,2022-10-31,0.26,1,0,0,
70885,Home in Florence · ★4.38 · 1 bedroom · 2 beds · 0 baths,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,83,2,32,2023-10-01,0.21,11,308,6,
281491,Rental unit in Florence · ★4.13 · 1 bedroom · 2 beds · 1 bath,1468173,Roberto,,Centro Storico,43.77453,11.25684,Entire home/apt,95,2,72,2023-12-16,0.50,2,291,24,
71605,Home in Florence · ★4.21 · 1 bedroom · 2 beds · 1 private bath,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,95,2,25,2023-09-23,0.16,11,297,3,
73345,Rental unit in Florence · ★4.68 · 1 bedroom · 2 beds · 1 bath,382561,Ati,,Centro Storico,43.76971,11.2518,Entire home/apt,115,3,153,2023-10-22,1.65,3,0,23,
296113,Rental unit in Florence · ★4.83 · 1 bedroom · 2 beds · 1 bath,1527944,Giovanni,,Centro Storico,43.7681,11.2564,Entire home/apt,110,2,291,2023-11-27,2.06,5,301,57,
297891,Rental unit in Florence · ★4.64 · Studio · 1 bed · 1 bath,154769,Matilde,,Centro Storico,43.7689,11.24409,Entire home/apt,85,4,45,2023-09-25,0.31,3,170,14,
298143,Rental unit in Florence · ★4.78 · 1 bedroom · 1 bed · 1 bath,1184644,Samuel & Paolo For Firenze Rentals®,,Centro Storico,43.77203,11.25575,Entire home/apt,129,1,533,2023-12-01,3.74,17,231,41,
73739,Rental unit in Florence · ★4.56 · 1 bedroom · 2 beds · 1 bath,385786,Dante,,Isolotto Legnaia,43.76988,11.23978,Entire home/apt,105,3,46,2023-11-09,0.30,1,0,2,
74682,Rental unit in Florence · ★4.76 · 1 bedroom · 1 bed · 1 bath,386165,Gian,,Centro Storico,43.77243,11.24519,Entire home/apt,69,1,1035,2023-12-03,6.70,1,248,74,
316854,Villa in Province of Florence · ★4.92 · 1 bedroom · 2 beds · 1 bath,1626964,Federica,,Campo di Marte,43.79101,11.29321,Entire home/apt,93,3,149,2023-12-12,1.09,1,49,14,
316984,Rental unit in Florence · ★4.39 · 1 bedroom · 1 bed · 1 bath,167739,Lorenzo,,Centro Storico,43.77525,11.25259,Entire home/apt,231,2,28,2023-10-21,0.22,11,359,1,
77570,Rental unit in Florence · ★4.93 · 2 bedrooms · 3 beds · 2 baths,416144,Massimiliano,,Centro Storico,43.77272,11.25914,Entire home/apt,161,2,720,2023-12-18,5.41,2,220,97,048017LTN10560
336259,Rental unit in Florence · ★4.80 · 2 bedrooms · 3 beds · 1.5 baths,1702993,Marusca,,Centro Storico,43.7686,11.25324,Entire home/apt,190,3,134,2023-11-13,0.96,8,261,18,
336260,Rental unit in Florence · ★4.94 · 2 bedrooms · 2 beds · 1 bath,1702993,Marusca,,Centro Storico,43.76752,11.25266,Entire home/apt,172,3,123,2023-12-06,0.87,8,109,13,
80692,Rental unit in Florence · 1 bedroom · 1 bed · 1 bath,4156491,Apartments Florence,,Centro Storico,43.77556,11.26009,Entire home/apt,180,3,2,2017-05-21,0.02,97,118,0,048017LTN3740
339138,Rental unit in Florence · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,1091803,Giuseppe,,Campo di Marte,43.77893,11.26936,Private room,52,4,21,2021-11-02,0.15,1,0,0,
80693,Rental unit in Florence · ★4.45 · 2 bedrooms · 4 beds · 1 bath,4156491,Apartments Florence,,Centro Storico,43.77556,11.26009,Entire home/apt,257,3,11,2022-08-31,0.11,97,8,0,048017LTN3741
80694,Rental unit in Florence · ★4.32 · 2 bedrooms · 4 beds · 1 bath,4156491,Apartments Florence,,Centro Storico,43.77556,11.26009,Entire home/apt,226,3,26,2023-07-06,0.17,97,268,2,048017LTN3742
82626,Home in Florence · ★4.42 · 1 bedroom · 2 beds · 0 baths,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,83,2,19,2023-04-20,0.12,11,295,1,
341907,Rental unit in Florence · ★4.89 · 2 bedrooms · 4 beds · 1.5 baths,1734679,Susanna + Sandro,,Centro Storico,43.76957,11.26455,Entire home/apt,,2,229,2019-11-30,1.60,1,0,0,
83045,Rental unit in Florence · ★4.70 · 5 bedrooms · 5 beds · 3 baths,405852,Michele,,Centro Storico,43.76807,11.25997,Entire home/apt,450,3,227,2023-11-26,1.64,1,261,21,
343773,Loft in Florence · ★4.98 · 1 bedroom · 2 beds · 1 bath,1744286,Chiara,,Centro Storico,43.77427,11.26205,Entire home/apt,139,2,463,2023-12-15,3.33,1,202,46,
83281,Condo in Florence · ★4.83 · 1 bedroom · 1 bed · 1 bath,453940,Niccolò,,Centro Storico,43.76947,11.254953,Entire home/apt,66,2,46,2023-12-10,0.72,1,258,42,
345815,Rental unit in Florence · 3 bedrooms · 3 beds · 3 baths,1753956,Tommaso,,Campo di Marte,43.81893,11.28034,Entire home/apt,,3,1,2016-06-11,0.01,1,0,0,
84726,Rental unit in Florence · ★4.65 · 1 bedroom · 1 bed · 1 bath,154769,Matilde,,Centro Storico,43.76207,11.24275,Entire home/apt,99,4,111,2023-11-16,0.72,3,163,13,
346237,Rental unit in Florence · ★4.63 · 2 bedrooms · 3 beds · 1 bath,1755313,Simone,,Campo di Marte,43.77133,11.31963,Entire home/apt,196,5,24,2023-09-24,0.30,5,258,4,
346238,Rental unit in Florence · ★4.65 · 1 bedroom · 1 bed · 1 bath,1755313,Simone,,Campo di Marte,43.77119,11.31819,Entire home/apt,159,6,26,2023-08-31,0.29,5,264,3,
346239,Rental unit in Florence · ★4.80 · 1 bedroom · 2 beds · 1 bath,1755313,Simone,,Campo di Marte,43.77149,11.31847,Entire home/apt,176,5,35,2023-06-16,0.34,5,272,1,
84829,Rental unit in Florence · ★4.96 · 1 bedroom · 2 beds · 1 bath,463865,Alessandro,,Centro Storico,43.77358,11.25723,Entire home/apt,137,4,133,2023-11-17,0.87,1,202,25,
347062,Rental unit in Florence · ★4.79 · 3 bedrooms · 7 beds · 2 baths,1759485,Filippo,,Isolotto Legnaia,43.77217,11.23438,Entire home/apt,341,1,14,2023-10-06,0.11,1,60,2,CIR048017ALL0186
89856,Condo in Florence · ★4.86 · 2 bedrooms · 3 beds · 1 bath,488317,Diana,,Centro Storico,43.76801,11.26212,Entire home/apt,179,3,166,2023-11-27,1.18,40,196,26,048017LTN3278
347729,Condo in Florence · ★4.78 · 3 bedrooms · 5 beds · 3 baths,731736,Felice,,Rifredi,43.8026,11.2378,Entire home/apt,290,5,83,2017-02-02,0.59,1,5,0,
90557,Rental unit in Florence · ★4.85 · 1 bedroom · 3 beds · 1.5 baths,490856,Maya,,Campo di Marte,43.77017,11.27702,Entire home/apt,88,1,91,2023-10-29,0.78,2,357,25,
351439,Rental unit in Florence · ★4.90 · 1 bedroom · 1 bed · 1 bath,1780007,Roberta & Stefano,,Centro Storico,43.76779,11.25987,Entire home/apt,140,3,219,2023-12-01,1.54,3,217,51,
94913,Rental unit in Florence · ★4.74 · 1 bedroom · 2 beds · 1 private bath,506219,Elisabetta,,Centro Storico,43.76971,11.24542,Private room,106,2,486,2023-12-03,3.19,1,325,80,
354097,Rental unit in Florence · ★4.87 · 2 bedrooms · 2 beds · 2 baths,1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,176,2,176,2023-10-08,1.24,6,0,31,
354112,Rental unit in Florence · ★4.89 · 2 bedrooms · 2 beds · 1 bath,1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,184,2,77,2023-08-15,0.54,6,315,6,
105652,Condo in Florence · ★4.65 · 3 bedrooms · 7 beds · 2 baths,5033794,Artan,,Centro Storico,43.77598,11.2548,Entire home/apt,,60,408,2020-02-28,2.66,5,0,0,
359054,Rental unit in Florence · ★4.87 · 1 bedroom · 2 beds · 2 baths,1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,154,2,96,2023-10-13,0.68,6,347,2,
359058,Rental unit in Florence · ★4.92 · 2 bedrooms · 3 beds · 1 bath,1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,214,2,62,2023-06-11,0.44,6,316,2,
367374,Rental unit in Florence · ★4.84 · 2 bedrooms · 3 beds · 2 baths,1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,213,2,93,2023-10-09,0.66,6,340,6,
367427,Rental unit in Florence · ★4.90 · 1 bedroom · 3 beds · 1 bath,1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,137,2,79,2023-06-19,0.56,6,287,4,
106407,Rental unit in Florence · ★4.40 · 4 bedrooms · 7 beds · 2 baths,4156491,Apartments Florence,,Centro Storico,43.76977,11.26376,Entire home/apt,415,3,41,2023-09-11,0.27,97,287,3,048017LTN4274
109302,Rental unit in Florence · ★4.85 · 1 bedroom · 1 bed · 1 private bath,564660,Manuela,,Centro Storico,43.77082,11.25711,Private room,75,2,122,2023-11-27,0.81,1,253,15,
367487,Condo in Florence · ★4.79 · 1 bedroom · 1 bed · 1 bath,1854501,Nadim,,Centro Storico,43.76856,11.26299,Entire home/apt,119,28,48,2023-09-30,0.72,1,14,3,
369523,Condo in Florence · ★4.62 · 1 bedroom · 1 bed · 1 bath,1863361,Stefano,,Gavinana Galluzzo,43.76399,11.27084,Entire home/apt,76,2,46,2023-11-09,0.33,1,329,12,
122324,Villa in Florence · ★4.88 · 5 bedrooms · 9 beds · 6 baths,613199,Lorenzo,,Campo di Marte,43.809939105084545,11.273253396410807,Entire home/apt,826,4,32,2023-08-05,0.23,2,260,8,048017LTN4431
372687,Rental unit in Florence · ★4.20 · 2 bedrooms · 2 beds · 1 bath,4156491,Apartments Florence,,Centro Storico,43.76976,11.26376,Entire home/apt,208,3,10,2022-08-11,0.08,97,40,0,048017LTN4059
124134,Rental unit in Florence · ★4.62 · 2 bedrooms · 4 beds · 1.5 baths,616226,Christina,,Isolotto Legnaia,43.77423,11.23028,Entire home/apt,116,3,218,2023-11-28,1.44,2,230,19,
379760,Condo in Florence · ★4.79 · 1 bedroom · 2 beds · 1.5 baths,1906603,Niccolò,,Campo di Marte,43.78391,11.28177,Entire home/apt,186,3,106,2023-09-10,0.93,1,119,2,
128095,Rental unit in Florence · ★4.75 · 1 bedroom · 1 bed · 1 private bath,633736,Fernanda,,Centro Storico,43.77412,11.24568,Private room,106,3,150,2023-05-06,1.06,2,350,1,
384095,Rental unit in Florence · ★4.09 · 1 bedroom · 1 bed · 1 bath,520878,Antonio,,Centro Storico,43.77516,11.2525,Private room,95,1,101,2023-10-02,0.71,1,278,3,
129927,Rental unit in Florence · ★4.82 · 1 bedroom · 1 bed · 1 bath,640338,Bettina,,Centro Storico,43.77471850305955,11.2559369778253,Entire home/apt,160,3,105,2022-10-27,0.70,1,0,0,
393927,Villa in Florence · ★4.86 · 2 bedrooms · 3 beds · 2 baths,1778421,Guido,,Campo di Marte,43.77696,11.30987,Entire home/apt,162,6,28,2023-10-09,0.34,2,320,12,
393928,Villa in Florence · ★4.82 · 1 bedroom · 1 bed · 1 bath,1778421,Guido,,Campo di Marte,43.7788,11.31186,Entire home/apt,180,4,91,2023-12-10,0.68,2,364,19,
132401,Condo in Florence · ★4.69 · 1 bedroom · 2 beds · 1 bath,650687,Adriano,,Centro Storico,43.77059,11.26509,Entire home/apt,86,2,269,2023-12-03,1.77,1,278,62,048017LTI8419
396710,Bed and breakfast in Florence · ★4.61 · 1 bedroom · 2 beds · 1 private bath,1008798,Massimo,,Centro Storico,43.78065,11.24577,Hotel room,69,1,49,2022-07-17,0.53,4,47,0,
396714,Bed and breakfast in Florence · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,1008798,Massimo,,Centro Storico,43.78049,11.24462,Hotel room,50,1,421,2023-12-07,3.01,4,333,89,
132955,Home in Florence · ★4.60 · 1 bedroom · 2 beds · 1 private bath,653025,Alessandro,,Centro Storico,43.76035,11.24044,Private room,40,2,54,2022-10-31,0.36,1,125,0,
399107,Condo in Florence · ★4.57 · 1 bedroom · 2 beds · 1 bath,488317,Diana,,Centro Storico,43.76525,11.25353,Entire home/apt,140,1,50,2023-08-16,0.35,40,318,8,048017LTN3285
133197,Rental unit in Florence · ★4.78 · 1 bedroom · 1 bed · 1 private bath,654278,Paolo,,Centro Storico,43.78213,11.24163,Private room,79,1,594,2023-11-04,3.90,1,353,71,
403424,Rental unit in Florence · ★4.56 · Studio · 2 beds · 1 bath,2012253,Liliana,,Centro Storico,43.76795,11.25168,Entire home/apt,50,29,128,2023-03-05,0.91,1,0,1,"Foglio 170, Particella 96, Sub. 22, Cat. A3"
404451,Rental unit in Florence · ★4.48 · 1 bedroom · 3 beds · 1 bath,1123084,Simone,,Isolotto Legnaia,43.77306,11.19181,Entire home/apt,91,1,117,2019-07-08,0.83,1,15,0,
133411,Home in Florence · ★4.61 · 1 bedroom · 2 beds · 1 private bath,167739,Lorenzo,,Centro Storico,43.77533,11.25254,Private room,95,2,23,2023-10-09,0.19,11,300,7,
136910,Rental unit in Florence · ★4.90 · 1 bedroom · 1 bed · 1 bath,669847,Alberto,,Centro Storico,43.77111,11.24893,Entire home/apt,86,7,77,2023-12-04,0.61,2,364,9,
138936,Rental unit in Florence · ★4.75 · 1 bedroom · 1 bed · 1 private bath,525814,Isabella,,Centro Storico,43.77579,11.24643,Private room,51,2,101,2023-06-19,0.68,1,71,5,
141661,Rental unit in Florence · ★4.88 · 3 bedrooms · 8 beds · 2 baths,688861,Massimo,,Centro Storico,43.77255,11.26408,Entire home/apt,254,2,53,2023-11-28,0.38,4,285,7,
142389,Rental unit in Florence · 2 bedrooms · 2 beds · 1 bath,4156491,Apartments Florence,,Centro Storico,43.76958,11.26351,Entire home/apt,149,3,1,2012-04-14,0.01,97,0,0,048017LTN4060
142416,Rental unit in Florence · ★4.27 · 1 bedroom · 2 beds · 1 bath,4156491,Apartments Florence,,Centro Storico,43.7702,11.26215,Entire home/apt,256,3,11,2019-04-25,0.14,97,2,0,
146732,Rental unit in Florence · ★4.73 · 2 bedrooms · 2 beds · 1 bath,709145,Marco,,Centro Storico,43.7622,11.2431,Entire home/apt,,2,11,2020-01-05,0.15,1,0,0,
147220,Rental unit in Florence · ★4.52 · 3 bedrooms · 5 beds · 2 baths,4156491,Apartments Florence,,Centro Storico,43.77569,11.25229,Entire home/apt,401,3,85,2023-11-07,0.57,97,218,9,048017LTN3439
150675,Rental unit in Florence · ★4.75 · 1 bedroom · 1 bed · 1 private bath,725879,Nadja Maria,,Centro Storico,43.77522,11.25454,Private room,63,2,788,2023-12-17,5.29,14,251,49,
160310,Rental unit in Florence · ★4.92 · 2 bedrooms · 1 bed · 1 bath,768323,Paolo,,Centro Storico,43.77521,11.24534,Entire home/apt,81,1,381,2023-11-20,2.55,4,276,70,
405278,Rental unit in Florence · ★4.75 · 1 bedroom · 2 beds · 1 bath,643110,Isabella,,Rifredi,43.79713,11.25299,Entire home/apt,120,1,16,2023-10-14,0.15,5,354,7,
160352,Rental unit in Florence · ★4.91 · 1 bedroom · 1 bed · 1 bath,768323,Paolo,,Centro Storico,43.77586,11.2443,Entire home/apt,74,1,407,2023-10-25,2.86,4,237,63,
160366,Rental unit in Florence · ★4.82 · 1 bedroom · 1 bed · 1 bath,768323,Paolo,,Centro Storico,43.77427,11.24729,Entire home/apt,85,1,669,2023-12-11,4.51,4,112,44,048017LTN1265
160399,Rental unit in Florence · ★4.81 · 1 bedroom · 1 bed · 1 bath,768323,Paolo,,Centro Storico,43.76584,11.2544,Entire home/apt,75,1,470,2023-11-29,3.15,4,190,26,048017LTN1267
161134,Condo in Florence · ★5.0 · 1 bedroom · 1 bed · 1 bath,992661,David,,Isolotto Legnaia,43.77278,11.23709,Entire home/apt,180,1,3,2022-06-14,0.15,1,297,0,
405633,Bed and breakfast in Florence · ★4.92 · 1 bedroom · 2 beds · 1 bath,762706,Riccardo,,Centro Storico,43.76781,11.25886,Hotel room,105,1,26,2023-10-24,0.29,7,277,4,
162132,Rental unit in Florence · ★4.06 · 2 bedrooms · 2 beds · 1 bath,646917,Daniela,,Campo di Marte,43.78933,11.27226,Entire home/apt,100,4,18,2022-06-20,0.13,1,267,0,
406841,Rental unit in Florence · 2 bedrooms · 3 beds · 1 bath,2026854,Maria,,Centro Storico,43.77676,11.25516,Entire home/apt,,3,1,2013-06-19,0.01,1,0,0,
174420,Rental unit in Florence · ★4.68 · 2 bedrooms · 1 bed · 1.5 baths,833421,Valentina,,Centro Storico,43.77225,11.24849,Entire home/apt,84,5,160,2023-12-17,1.07,1,172,36,
412264,Rental unit in Florence · ★4.87 · 2 bedrooms · 6 beds · 2 baths,688861,Massimo,,Centro Storico,43.77291,11.26426,Entire home/apt,181,2,24,2023-11-27,0.17,4,286,1,
181844,Rental unit in Florence · ★4.95 · 2 bedrooms · 2 beds · 1 bath,665583,Margherita,,Centro Storico,43.76506,11.24467,Entire home/apt,150,30,22,2023-12-01,0.17,1,133,8,
413600,Rental unit in Florence · ★4.67 · 1 bedroom · 2 beds · 2 baths,2057721,Francesca,,Centro Storico,43.76631,11.24384,Entire home/apt,114,2,127,2023-10-26,0.91,1,262,23,
182984,Rental unit in Florence · ★4.47 · 1 bedroom · 3 beds · 1 bath,877420,Filippo,,Centro Storico,43.76554,11.2586,Entire home/apt,146,6,17,2023-11-04,0.15,1,221,6,
423556,Rental unit in Florence · ★4.72 · 2 bedrooms · 4 beds · 2 baths,2106321,Chiara E Stefania,,Centro Storico,43.77345,11.2436,Entire home/apt,300,2,52,2023-06-26,0.37,2,264,3,
424065,Rental unit in Florence · ★4.90 · 1 bedroom · 1 bed · 1 bath,2107675,Laura,,Centro Storico,43.77258,11.26095,Entire home/apt,110,3,409,2023-11-14,2.89,1,212,61,
189586,Rental unit in Florence · ★4.53 · 1 bedroom · 2 beds · 1 bath,914650,Thomas,,Campo di Marte,43.77069,11.27713,Entire home/apt,140,4,46,2023-10-22,0.35,2,216,2,
